fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
964.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;231.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
760.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2012;230.000 km;Yarı Otomatik;Dizel;Hatchback/3;Siyah;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Galeriden
950.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2016;130.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
635.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2009;118.913 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Galeriden
451.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2004;247.000 km;Düz;LPG & Benzin;Hatchback/3;Siyah;1601 - 1800 cm3;-;-;-;-;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
1.130.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;59.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
939.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;129.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
775.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;216.500 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun;Sahibinden
435.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2004;299.000 km;Düz;LPG & Benzin;Hatchback/3;Füme;1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;160.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.585.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2021;45.000 km;Yarı Otomatik;Hibrit;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.065.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2016;97.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
799.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2012;217.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1401 - 1600 cm3;126 - 150 HP;Önden Çekiş;-;-;5 boyalı;Takasa Uygun;Sahibinden
995.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;185.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
585.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2006;230.000 km;Düz;Benzin;Hatchback/5;Beyaz;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Sahibinden
750.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2006;137.500 km;Otomatik;LPG & Benzin;Hatchback/3;Gri (metalik);1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
1.180.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2014;223.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2008;200.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,7 lt;55 lt;-;-;Sahibinden
1.300.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;61.000 km;Yarı Otomatik;Benzin;Sedan;Füme;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2018;95.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
849.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;202.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Galeriden
745.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;238.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;5,7 lt;55 lt;-;Takasa Uygun Değil;Galeriden
1.395.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;83.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Galeriden
954.900 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;159.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.014.000 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2016;102.598 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun;Galeriden
705.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2011;163.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;-;Galeriden
750.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;165.500 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;196.000 km;Otomatik;Dizel;Sedan;Beyaz;-;101 - 125 HP;-;-;-;Belirtilmemiş;Takasa Uygun;Sahibinden
620.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2011;109.000 km;Düz;Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun;Sahibinden
1.115.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambition;2013;218.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
325.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2002;258.748 km;Düz;LPG & Benzin;Hatchback/3;Mavi;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
899.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;131.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
620.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2010;204.000 km;Düz;LPG & Benzin;Hatchback/5;Füme;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;-;-;Sahibinden
640.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2009;179.240 km;Düz;Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun;Sahibinden
575.000 TL;Audi;A3;A3 Sportback 2.0 TDI Standart;2006;230.000 km;Düz;Dizel;Hatchback/5;Siyah;1968 cc;140 hp;Önden Çekiş;5,5 lt;55 lt;-;Takasa Uygun;Galeriden
1.029.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;109.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.216.500 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;98.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
1.065.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;164.700 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.454.900 TL;Audi;A3;A3 Sportback 30 TDI Design;2019;42.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;Takasa Uygun Değil;Galeriden
920.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;170.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
419.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2005;228.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
845.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;127.000 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;124.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
645.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2008;246.000 km;Otomatik;LPG & Benzin;Hatchback/5;Bordo;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.270.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2016;93.800 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.250.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambiente;2016;82.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;150 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun;Sahibinden
910.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;220.000 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Galeriden
665.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;200.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Galeriden
565.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2006;300.000 km;Düz;Benzin;Hatchback/5;Beyaz;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;-;-;Sahibinden
1.200.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;159.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.365.000 TL;Audi;A3;A3 Sedan 1.6 TDI Sport Line;2017;149.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Sahibinden
840.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;274.000 km;Otomatik;Dizel;Sedan;Beyaz;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
975.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;139.690 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
649.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Attraction;2008;219.000 km;Düz;LPG & Benzin;Hatchback/5;-;1595 cc;102 hp;Önden Çekiş;6,9 lt;55 lt;3 değişen, 9 boyalı;-;Sahibinden
1.280.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;81.000 km;Yarı Otomatik;Dizel;Sedan;Lacivert;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.220.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;159.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.210.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;82.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
715.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Ambiente;2007;179.000 km;Otomatik;Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Galeriden
899.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;188.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.447.500 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;47.214 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.462.500 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;45.391 km;Yarı Otomatik;Benzin;Sedan;Gri;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.765.000 TL;Audi;A3;A3 Sedan 35 TFSI S-Line;2021;30.000 km;Yarı Otomatik;Hibrit;Sedan;Lacivert;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
800.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;159.138 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun;Galeriden
835.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2012;115.000 km;Yarı Otomatik;Dizel;Hatchback/3;Kırmızı;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.568.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;79.000 km;Yarı Otomatik;Dizel;Sedan;Kırmızı;1401 - 1600 cm3;-;Önden Çekiş;-;-;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
915.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;190.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
785.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2010;220.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.000.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016;165.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;130.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
370.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2005;284.742 km;Düz;LPG & Benzin;Hatchback/5;Diğer;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;-;-;Sahibinden
1.000.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;201.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.380.000 TL;Audi;A3;A3 Sportback 35 TFSI Dynamic;2020;36.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;-;Sahibinden
1.249.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;100.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.250.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2018;49.800 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.300.000 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2018;124.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
985.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambiante;2013;260.000 km;Yarı Otomatik;Benzin;Sedan;Bej;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;-;Sahibinden
1.115.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;83.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;1 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
870.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;222.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.215.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;65.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.050.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;177.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
875.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2009;236.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
1.238.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;123.990 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
802.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2012;135.300 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1197 cc;105 hp;Önden Çekiş;5,3 lt;55 lt;-;-;Sahibinden
700.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Attraction;2010;130.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;Takasa Uygun;Sahibinden
625.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2008;172.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
500.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Attraction;2011;330.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;6,9 lt;55 lt;-;-;Sahibinden
1.075.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;140.000 km;Otomatik;Dizel;Sedan;Beyaz;1401 - 1600 cm3;126 - 150 HP;Önden Çekiş;-;-;3 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
810.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;234.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
665.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;330.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
1.150.000 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2016;146.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.100.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;114.250 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.120.000 TL;Audi;A3;A3 Sportback 1.6 TDI Standart;2015;175.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;-;-;-;-;-;4 boyalı;Takasa Uygun Değil;Sahibinden
920.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;196.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.299.950 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambition;2013;70.000 km;Yarı Otomatik;Benzin;Sedan;Lacivert;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun;Galeriden
1.299.750 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;105.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
250.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;1997;300.000 km;Düz;LPG & Benzin;Hatchback/3;Kırmızı;1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.155.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;135.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.399.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;52.500 km;Yarı Otomatik;Benzin;Sedan;Lacivert;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;-;Sahibinden
915.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;198.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.575.000 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;55.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2005;116.500 km;Düz;Benzin;Hatchback/5;Gri (Gümüş);1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
759.500 TL;Audi;A3;A3 Sportback 1.4 TFSI;2009;154.000 km;Yarı Otomatik;Benzin;Hatchback/3;Beyaz;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
820.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2012;180.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1395 cc;122 hp;Önden Çekiş;4,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.000.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2016;241.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
920.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013;140.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.080.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Sport Line;2016;157.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;-;Sahibinden
970.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;173.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.290.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;79.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI;2016;131.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
1.110.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2016;69.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun;Galeriden
1.559.900 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2017;41.950 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.597.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2022;27.000 km;Yarı Otomatik;Hibrit;Sedan;Gri (metalik);1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.200.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2016;70.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.295.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambition;2015;53.750 km;Yarı Otomatik;Benzin;-;Sedan;1395 cc;150 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.175.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;90.000 km;Yarı Otomatik;Benzin;Hatchback/5;Lacivert;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
830.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;215.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.450.000 TL;Audi;A3;A3 Sportback 30 TDI Design;2019;48.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
